-35,165.4
48,177.3
-33,161.3
37,176.1
-24,158.7
37,173.9
-22,159.3
28,174.8
-12,160.0
11,172.1
-16,160.2
51,169.0
-61,159.8
64,169.6
-37,160.3
73,169.2
-83,160.8
61,168.8
-66,160.9
22,168.9
118,161.0
-78,165.8
90,156.2
-89,162.5
234,151.5
-335,160.4
907,150.0
-884,159.9
-45,180.9
39,178.5
-24,180.6
30,178.8
-23,179.9
13,177.4
-27,179.1
20,176.7
-7,179.5
51,176.0
-65,178.8
57,176.3
-60,178.7
42,176.7
-30,179.6
51,177.2
-46,180.2
51,177.2
-35,180.5
19,177.8
-15,180.8
67,177.8
-54,178.8
50,176.0
-62,172.4
40,170.9
-38,167.9
63,170.7
-7,166.3
41,167.4
-69,165.2
74,161.5
-81,152.4
84,158.6
-79,153.3
890,142.4
-890,152.1
899,137.6
-906,151.3
906,138.2
-866,151.4
907,139.1
-883,151.3
900,137.9
-892,149.7
920,135.0
-884,145.9
907,134.9
-893,144.9
944,134.9
-922,145.1
-18,180.9
15,179.2
-24,181.2
38,177.8
-60,181.6
59,178.7
6,181.8
83,173.4
-88,181.7
89,161.4
-92,180.0
81,162.3
-8,166.6
39,161.6
-31,164.3
88,160.2
-88,163.1
76,140.5
-91,159.6
89,124.2
-62,156.7
210,122.2
-189,154.1
187,110.5
-220,155.0
376,102.4
-341,154.7
638,93.1
-599,153.3
785,93.8
-807,152.8
799,93.9
-792,149.9
799,92.5
-800,150.8
838,90.5
-837,151.0
-17,180.9
-24,180.3
57,180.6
-49,179.4
44,178.6
-38,179.8
71,179.4
-69,180.2
62,179.9
-19,181.0
66,180.6
-26,181.2
3,180.8
-5,181.8
7,181.5
-17,182.4
37,181.9
2,180.7
106,181.4
-70,181.1
47,181.6
-42,180.3
45,180.9
12,180.6
5,180.8
38,179.4
37,180.4
46,176.3
167,179.6
-116,172.1
113,172.7
-25,170.9
39,172.4
33,166.3
37,165.4
75,165.4
-31,138.1
33,165.0
168,135.1
-16,161.8
183,134.8
-211,159.6
837,133.6
-800,156.0
837,134.5
-861,156.0
867,131.5
-840,153.6
898,130.9
-882,151.9
925,130.8
-946,149.9
977,130.7
-990,150.8
1115,131.3
-1047,150.8
1111,131.4
-969,151.5
944,130.2
-955,151.8
932,129.6
-956,146.4
948,127.1
-838,144.9
953,124.4
-952,142.7
-37,180.9
51,179.5
-42,180.0
58,180.4
-31,180.1
12,180.2
-37,180.5
32,176.8
-82,180.7
67,175.7
-75,180.7
68,174.1
-64,181.6
46,172.8
-70,181.3
82,171.3
-100,181.2
97,171.8
-73,181.2
49,166.6
-31,167.2
266,164.4
-172,155.5
286,158.2
-240,141.5
237,156.7
-263,141.3
357,154.5
-317,138.4
410,153.1
-394,138.2
816,153.4
-824,127.6
964,146.0
-946,117.4
970,144.1
-983,116.9
1028,120.9
-936,114.7
1050,118.3
-1058,111.9
1446,116.7
-1168,110.2
-19,180.9
37,179.0
-43,180.3
58,179.5
-3,180.7
8,178.2
-24,180.0
-3,178.7
6,180.3
-1,178.4
16,180.7
4,178.8
19,181.2
-22,179.3
120,180.5
-105,177.4
114,176.2
-137,176.8
220,175.5
-193,176.1
264,169.5
-250,170.2
260,169.5
-193,170.3
176,166.9
-166,170.5
212,157.1
-160,169.4
195,157.3
-228,145.6
379,144.7
-358,146.5
563,144.4
-595,146.1
656,135.4
-408,133.2
905,119.9
-883,128.3
913,91.2
-920,126.0
944,88.7
-943,126.4
-24,180.9
39,180.2
-51,180.3
53,179.0
-36,180.2
68,179.3
-42,180.3
55,178.8
-8,180.5
-6,169.3
-50,179.8
-4,166.5
-17,179.7
12,154.9
-14,179.4
-7,149.8
-20,167.1
74,148.6
-116,165.2
43,147.0
-29,165.1
74,138.5
-27,164.7
48,138.8
-34,165.6
180,132.4
-122,149.8
181,127.6
-175,148.2
114,119.5
-164,132.9
178,112.1
-119,127.5
157,110.4
-156,127.1
180,107.1
-172,124.3
876,91.2
-863,119.1
-17,172.6
40,179.1
-4,172.5
80,175.9
-37,171.0
75,175.0
-78,170.9
108,175.3
-79,170.3
113,175.9
-137,170.1
140,176.6
-150,170.0
135,177.3
-52,164.4
75,177.5
-6,164.4
124,176.0
-155,164.0
175,172.1
-142,162.5
300,171.4
-207,161.8
216,170.6
-214,153.3
314,164.7
-325,150.8
353,163.8
-209,150.5
220,155.3
-204,147.4
168,150.5
-140,146.9
163,148.7
-146,145.4
310,142.5
-189,144.4
266,135.7
-215,143.8
245,134.4
-158,142.5
180,134.5
-154,142.4
165,135.1
-158,135.9
789,119.7
-778,133.9
9993,110.9
-787,128.1
851,110.2
-892,125.3
834,109.8
-856,119.9
-49,179.2
101,180.0
-62,178.1
89,179.3
-62,175.7
89,179.3
-56,173.6
62,178.7
-62,172.7
83,178.1
24,170.8
88,177.7
-47,169.5
66,171.0
-20,168.7
39,169.9
48,163.9
107,168.8
-14,159.7
177,164.7
-52,156.7
149,159.8
-133,154.8
211,159.4
-128,150.8
210,153.5
-133,146.4
237,151.4
-155,144.1
265,138.6
-292,143.1
402,131.4
-433,138.5
526,117.1
-476,123.6
523,115.0
-558,113.0
630,113.1
-572,104.0
-35,180.0
33,165.4
-38,177.3
34,161.3
-18,176.1
16,158.7
-10,173.9
23,159.3
-10,174.8
14,160.0
-4,172.1
63,160.2
-43,169.0
89,159.8
-30,169.6
74,160.3
-77,169.2
71,160.8
-25,168.8
68,160.9
83,168.9
-108,161.0
95,165.8
-76,156.2
292,162.5
-291,151.5
924,160.4
-875,150.0
-31,180.0
24,180.9
